stat rdma operate:
phase:3000
Type:rdma_send, src_node:11, src_port:0, dest_node:267, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:267, src_port:0, dest_node:11, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:523, src_port:0, dest_node:779, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:779, src_port:0, dest_node:523, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:1035, src_port:0, dest_node:1291, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:1291, src_port:0, dest_node:1035, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:1547, src_port:0, dest_node:1803, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:1803, src_port:0, dest_node:1547, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:2059, src_port:0, dest_node:2315, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:2315, src_port:0, dest_node:2059, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:2571, src_port:0, dest_node:2827, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:2827, src_port:0, dest_node:2571, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:3083, src_port:0, dest_node:3339, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:3339, src_port:0, dest_node:3083, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:3595, src_port:0, dest_node:3851, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:3851, src_port:0, dest_node:3595, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:4107, src_port:0, dest_node:4363, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:4363, src_port:0, dest_node:4107, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:4619, src_port:0, dest_node:4875, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:4875, src_port:0, dest_node:4619, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:5131, src_port:0, dest_node:5387, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:5387, src_port:0, dest_node:5131, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:5643, src_port:0, dest_node:5899, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:5899, src_port:0, dest_node:5643, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:6155, src_port:0, dest_node:6411, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:6411, src_port:0, dest_node:6155, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:6667, src_port:0, dest_node:6923, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:6923, src_port:0, dest_node:6667, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:7179, src_port:0, dest_node:7435, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:7435, src_port:0, dest_node:7179, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:7691, src_port:0, dest_node:7947, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:7947, src_port:0, dest_node:7691, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:8203, src_port:0, dest_node:8459, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:8459, src_port:0, dest_node:8203, dst_port:0, priority:0, msg_len:64
