stat rdma operate:
phase:3000
Type:rdma_send, src_node:695, src_port:0, dest_node:1719, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:1719, src_port:0, dest_node:695, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:2743, src_port:0, dest_node:3767, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:3767, src_port:0, dest_node:2743, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:4791, src_port:0, dest_node:5815, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:5815, src_port:0, dest_node:4791, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:6839, src_port:0, dest_node:7863, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:7863, src_port:0, dest_node:6839, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:8887, src_port:0, dest_node:9911, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:9911, src_port:0, dest_node:8887, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:10935, src_port:0, dest_node:11959, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:11959, src_port:0, dest_node:10935, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:12983, src_port:0, dest_node:14007, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:14007, src_port:0, dest_node:12983, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:15031, src_port:0, dest_node:16055, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:16055, src_port:0, dest_node:15031, dst_port:0, priority:0, msg_len:64
phase:3000
Type:rdma_send, src_node:695, src_port:0, dest_node:1719, dst_port:0, priority:0, msg_len:67108864
Type:rdma_send, src_node:1719, src_port:0, dest_node:695, dst_port:0, priority:0, msg_len:67108864
Type:rdma_send, src_node:2743, src_port:0, dest_node:3767, dst_port:0, priority:0, msg_len:67108864
Type:rdma_send, src_node:3767, src_port:0, dest_node:2743, dst_port:0, priority:0, msg_len:67108864
Type:rdma_send, src_node:4791, src_port:0, dest_node:5815, dst_port:0, priority:0, msg_len:67108864
Type:rdma_send, src_node:5815, src_port:0, dest_node:4791, dst_port:0, priority:0, msg_len:67108864
Type:rdma_send, src_node:6839, src_port:0, dest_node:7863, dst_port:0, priority:0, msg_len:67108864
Type:rdma_send, src_node:7863, src_port:0, dest_node:6839, dst_port:0, priority:0, msg_len:67108864
Type:rdma_send, src_node:8887, src_port:0, dest_node:9911, dst_port:0, priority:0, msg_len:67108864
Type:rdma_send, src_node:9911, src_port:0, dest_node:8887, dst_port:0, priority:0, msg_len:67108864
Type:rdma_send, src_node:10935, src_port:0, dest_node:11959, dst_port:0, priority:0, msg_len:67108864
Type:rdma_send, src_node:11959, src_port:0, dest_node:10935, dst_port:0, priority:0, msg_len:67108864
Type:rdma_send, src_node:12983, src_port:0, dest_node:14007, dst_port:0, priority:0, msg_len:67108864
Type:rdma_send, src_node:14007, src_port:0, dest_node:12983, dst_port:0, priority:0, msg_len:67108864
Type:rdma_send, src_node:15031, src_port:0, dest_node:16055, dst_port:0, priority:0, msg_len:67108864
Type:rdma_send, src_node:16055, src_port:0, dest_node:15031, dst_port:0, priority:0, msg_len:67108864
phase:3000
Type:rdma_send, src_node:695, src_port:0, dest_node:1719, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:1719, src_port:0, dest_node:695, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:2743, src_port:0, dest_node:3767, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:3767, src_port:0, dest_node:2743, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:4791, src_port:0, dest_node:5815, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:5815, src_port:0, dest_node:4791, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:6839, src_port:0, dest_node:7863, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:7863, src_port:0, dest_node:6839, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:8887, src_port:0, dest_node:9911, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:9911, src_port:0, dest_node:8887, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:10935, src_port:0, dest_node:11959, dst_port:0, priority:0, msg_len:64
