stat rdma operate:
phase:3000
Type:rdma_send, src_node:629, src_port:0, dest_node:1653, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:1653, src_port:0, dest_node:629, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:2677, src_port:0, dest_node:3701, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:3701, src_port:0, dest_node:2677, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:4725, src_port:0, dest_node:5749, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:5749, src_port:0, dest_node:4725, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:6773, src_port:0, dest_node:7797, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:7797, src_port:0, dest_node:6773, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:8821, src_port:0, dest_node:9845, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:9845, src_port:0, dest_node:8821, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:10869, src_port:0, dest_node:11893, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:11893, src_port:0, dest_node:10869, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:12917, src_port:0, dest_node:13941, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:13941, src_port:0, dest_node:12917, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:14965, src_port:0, dest_node:15989, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:15989, src_port:0, dest_node:14965, dst_port:0, priority:0, msg_len:64
phase:3000
Type:rdma_send, src_node:629, src_port:0, dest_node:1653, dst_port:0, priority:0, msg_len:67108864
Type:rdma_send, src_node:1653, src_port:0, dest_node:629, dst_port:0, priority:0, msg_len:67108864
Type:rdma_send, src_node:2677, src_port:0, dest_node:3701, dst_port:0, priority:0, msg_len:67108864
Type:rdma_send, src_node:3701, src_port:0, dest_node:2677, dst_port:0, priority:0, msg_len:67108864
Type:rdma_send, src_node:4725, src_port:0, dest_node:5749, dst_port:0, priority:0, msg_len:67108864
Type:rdma_send, src_node:5749, src_port:0, dest_node:4725, dst_port:0, priority:0, msg_len:67108864
Type:rdma_send, src_node:6773, src_port:0, dest_node:7797, dst_port:0, priority:0, msg_len:67108864
Type:rdma_send, src_node:7797, src_port:0, dest_node:6773, dst_port:0, priority:0, msg_len:67108864
Type:rdma_send, src_node:8821, src_port:0, dest_node:9845, dst_port:0, priority:0, msg_len:67108864
Type:rdma_send, src_node:9845, src_port:0, dest_node:8821, dst_port:0, priority:0, msg_len:67108864
Type:rdma_send, src_node:10869, src_port:0, dest_node:11893, dst_port:0, priority:0, msg_len:67108864
Type:rdma_send, src_node:11893, src_port:0, dest_node:10869, dst_port:0, priority:0, msg_len:67108864
Type:rdma_send, src_node:12917, src_port:0, dest_node:13941, dst_port:0, priority:0, msg_len:67108864
Type:rdma_send, src_node:13941, src_port:0, dest_node:12917, dst_port:0, priority:0, msg_len:67108864
Type:rdma_send, src_node:14965, src_port:0, dest_node:15989, dst_port:0, priority:0, msg_len:67108864
Type:rdma_send, src_node:15989, src_port:0, dest_node:14965, dst_port:0, priority:0, msg_len:67108864
phase:3000
Type:rdma_send, src_node:629, src_port:0, dest_node:1653, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:1653, src_port:0, dest_node:629, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:2677, src_port:0, dest_node:3701, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:3701, src_port:0, dest_node:2677, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:4725, src_port:0, dest_node:5749, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:5749, src_port:0, dest_node:4725, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:6773, src_port:0, dest_node:7797, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:7797, src_port:0, dest_node:6773, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:8821, src_port:0, dest_node:9845, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:9845, src_port:0, dest_node:8821, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:10869, src_port:0, dest_node:11893, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:11893, src_port:0, dest_node:10869, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:12917, src_port:0, dest_node:13941, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:13941, src_port:0, dest_node:12917, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:14965, src_port:0, dest_node:15989, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:15989, src_port:0, dest_node:14965, dst_port:0, priority:0, msg_len:64
phase:3000
Type:rdma_send, src_node:629, src_port:0, dest_node:2677, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:1653, src_port:0, dest_node:3701, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:2677, src_port:0, dest_node:629, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:3701, src_port:0, dest_node:1653, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:4725, src_port:0, dest_node:6773, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:5749, src_port:0, dest_node:7797, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:6773, src_port:0, dest_node:4725, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:7797, src_port:0, dest_node:5749, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:8821, src_port:0, dest_node:10869, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:9845, src_port:0, dest_node:11893, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:10869, src_port:0, dest_node:8821, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:11893, src_port:0, dest_node:9845, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:12917, src_port:0, dest_node:14965, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:13941, src_port:0, dest_node:15989, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:14965, src_port:0, dest_node:12917, dst_port:0, priority:0, msg_len:64
Type:rdma_send, src_node:15989, src_port:0, dest_node:13941, dst_port:0, priority:0, msg_len:64
phase:3000
Type:rdma_send, src_node:629, src_port:0, dest_node:2677, dst_port:0, priority:0, msg_len:33554432
Type:rdma_send, src_node:1653, src_port:0, dest_node:3701, dst_port:0, priority:0, msg_len:33554432
Type:rdma_send, src_node:2677, src_port:0, dest_node:629, dst_port:0, priority:0, msg_len:33554432
Type:rdma_send, src_node:3701, src_port:0, dest_node:1653, dst_port:0, priority:0, msg_len:33554432
