stat rdma operate:
phase:3000
Type:rdma_send, src_node:11664, src_port:0, dst_node:11665, dst_port:0, priority:0, msg_len:134217728
Type:rdma_send, src_node:11665, src_port:0, dst_node:11666, dst_port:0, priority:0, msg_len:134217728
Type:rdma_send, src_node:11666, src_port:0, dst_node:11667, dst_port:0, priority:0, msg_len:134217728
Type:rdma_send, src_node:11667, src_port:0, dst_node:11668, dst_port:0, priority:0, msg_len:134217728
Type:rdma_send, src_node:11668, src_port:0, dst_node:11669, dst_port:0, priority:0, msg_len:134217728
Type:rdma_send, src_node:11669, src_port:0, dst_node:11670, dst_port:0, priority:0, msg_len:134217728
Type:rdma_send, src_node:11670, src_port:0, dst_node:11671, dst_port:0, priority:0, msg_len:134217728
Type:rdma_send, src_node:11671, src_port:0, dst_node:11672, dst_port:0, priority:0, msg_len:134217728
Type:rdma_send, src_node:11672, src_port:0, dst_node:11673, dst_port:0, priority:0, msg_len:134217728
Type:rdma_send, src_node:11673, src_port:0, dst_node:11674, dst_port:0, priority:0, msg_len:134217728
Type:rdma_send, src_node:11674, src_port:0, dst_node:11675, dst_port:0, priority:0, msg_len:134217728
Type:rdma_send, src_node:11675, src_port:0, dst_node:11676, dst_port:0, priority:0, msg_len:134217728
Type:rdma_send, src_node:11676, src_port:0, dst_node:11677, dst_port:0, priority:0, msg_len:134217728
Type:rdma_send, src_node:11677, src_port:0, dst_node:11678, dst_port:0, priority:0, msg_len:134217728
Type:rdma_send, src_node:11678, src_port:0, dst_node:11679, dst_port:0, priority:0, msg_len:134217728
Type:rdma_send, src_node:11679, src_port:0, dst_node:11664, dst_port:0, priority:0, msg_len:134217728
phase:3000
Type:rdma_send, src_node:11664, src_port:0, dst_node:11665, dst_port:0, priority:0, msg_len:134217728
Type:rdma_send, src_node:11665, src_port:0, dst_node:11666, dst_port:0, priority:0, msg_len:134217728
Type:rdma_send, src_node:11666, src_port:0, dst_node:11667, dst_port:0, priority:0, msg_len:134217728
Type:rdma_send, src_node:11667, src_port:0, dst_node:11668, dst_port:0, priority:0, msg_len:134217728
Type:rdma_send, src_node:11668, src_port:0, dst_node:11669, dst_port:0, priority:0, msg_len:134217728
Type:rdma_send, src_node:11669, src_port:0, dst_node:11670, dst_port:0, priority:0, msg_len:134217728
Type:rdma_send, src_node:11670, src_port:0, dst_node:11671, dst_port:0, priority:0, msg_len:134217728
Type:rdma_send, src_node:11671, src_port:0, dst_node:11672, dst_port:0, priority:0, msg_len:134217728
Type:rdma_send, src_node:11672, src_port:0, dst_node:11673, dst_port:0, priority:0, msg_len:134217728
Type:rdma_send, src_node:11673, src_port:0, dst_node:11674, dst_port:0, priority:0, msg_len:134217728
Type:rdma_send, src_node:11674, src_port:0, dst_node:11675, dst_port:0, priority:0, msg_len:134217728
Type:rdma_send, src_node:11675, src_port:0, dst_node:11676, dst_port:0, priority:0, msg_len:134217728
Type:rdma_send, src_node:11676, src_port:0, dst_node:11677, dst_port:0, priority:0, msg_len:134217728
Type:rdma_send, src_node:11677, src_port:0, dst_node:11678, dst_port:0, priority:0, msg_len:134217728
Type:rdma_send, src_node:11678, src_port:0, dst_node:11679, dst_port:0, priority:0, msg_len:134217728
Type:rdma_send, src_node:11679, src_port:0, dst_node:11664, dst_port:0, priority:0, msg_len:134217728
phase:3000
Type:rdma_send, src_node:11664, src_port:0, dst_node:11665, dst_port:0, priority:0, msg_len:134217728
Type:rdma_send, src_node:11665, src_port:0, dst_node:11666, dst_port:0, priority:0, msg_len:134217728
Type:rdma_send, src_node:11666, src_port:0, dst_node:11667, dst_port:0, priority:0, msg_len:134217728
Type:rdma_send, src_node:11667, src_port:0, dst_node:11668, dst_port:0, priority:0, msg_len:134217728
Type:rdma_send, src_node:11668, src_port:0, dst_node:11669, dst_port:0, priority:0, msg_len:134217728
Type:rdma_send, src_node:11669, src_port:0, dst_node:11670, dst_port:0, priority:0, msg_len:134217728
Type:rdma_send, src_node:11670, src_port:0, dst_node:11671, dst_port:0, priority:0, msg_len:134217728
Type:rdma_send, src_node:11671, src_port:0, dst_node:11672, dst_port:0, priority:0, msg_len:134217728
Type:rdma_send, src_node:11672, src_port:0, dst_node:11673, dst_port:0, priority:0, msg_len:134217728
Type:rdma_send, src_node:11673, src_port:0, dst_node:11674, dst_port:0, priority:0, msg_len:134217728
Type:rdma_send, src_node:11674, src_port:0, dst_node:11675, dst_port:0, priority:0, msg_len:134217728
Type:rdma_send, src_node:11675, src_port:0, dst_node:11676, dst_port:0, priority:0, msg_len:134217728
Type:rdma_send, src_node:11676, src_port:0, dst_node:11677, dst_port:0, priority:0, msg_len:134217728
